wb_region_code,country_code,pcn_region_code,country_name,year,surveyid_year,reporting_year,survey_year,survey_acronym,survey_coverage,welfare_type,use_imputed,use_microdata,use_bin,use_groupdata,survey_comparability,survey_time,surv_title,surv_producer
ECA,MKD,ECA,North Macedonia,2012,2012,2011,2011,SILC-C,national,income,0,1,0,0,2,2012,Survey of Income and Living Conditions-Cross-Sectional Database 2012,State Statistical Office of the Republic of Macedonia
ECA,MKD,ECA,North Macedonia,2013,2013,2012,2012,SILC-C,national,income,0,1,0,0,2,2013,Survey of Income and Living Conditions-Cross-Sectional Database 2013,State Statistical Office of the Republic of Macedonia
ECA,MKD,ECA,North Macedonia,2014,2014,2013,2013,SILC-C,national,income,0,1,0,0,2,2014,Survey of Income and Living Conditions-Cross-Sectional Database 2014,State Statistical Office of the Republic of Macedonia
ECA,MKD,ECA,North Macedonia,2015,2015,2014,2014,SILC-C,national,income,0,1,0,0,2,2015,Survey of Income and Living Conditions-Cross-Sectional Database 2015,State Statistical Office of the Republic of Macedonia
ECA,MKD,ECA,North Macedonia,2016,2016,2015,2015,SILC-C,national,income,0,1,0,0,2,2016,Survey of Income and Living Conditions-Cross-Sectional Database 2016,State Statistical Office of the Republic of Macedonia
ECA,MKD,ECA,North Macedonia,2017,2017,2016,2016,SILC-C,national,income,0,1,0,0,2,2017,Survey of Income and Living Conditions-Cross-Sectional Database 2017,State Statistical Office of the Republic of Macedonia
ECA,MKD,ECA,North Macedonia,2018,2018,2017,2017,SILC-C,national,income,0,1,0,0,2,2018,Survey of Income and Living Conditions-Cross-Sectional Database 2018,State Statistical Office of the Republic of Macedonia
ECA,MKD,ECA,North Macedonia,2019,2019,2018,2018,SILC-C,national,income,0,1,0,0,2,2019,Survey of Income and Living Conditions-Cross-Sectional Database 2019,State Statistical Office of the Republic of Macedonia
ECA,MNE,ECA,Montenegro,2005,2005,2005,2005,HBS,national,consumption,0,1,0,0,0,2005,Household Budget Survey 2005,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2006,2006,2006,2006,HBS,national,consumption,0,1,0,0,0,2006,Household Budget Survey 2006,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2007,2007,2007,2007,HBS,national,consumption,0,1,0,0,0,2007,Household Budget Survey 2007,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2008,2008,2008,2008,HBS,national,consumption,0,1,0,0,0,2008,Household Budget Survey 2008,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2009,2009,2009,2009,HBS,national,consumption,0,1,0,0,0,2009,Household Budget Survey 2009,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2010,2010,2010,2010,HBS,national,consumption,0,1,0,0,0,2010,Household Budget Survey 2010,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2011,2011,2011,2011,HBS,national,consumption,0,1,0,0,0,2011,Household Budget Survey 2011,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2012,2012,2012,2012,HBS,national,consumption,0,1,0,0,0,2012,Household Budget Survey 2012,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2013,2013,2013,2013,HBS,national,consumption,0,1,0,0,0,2013,Household Budget Survey 2013,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2014,2014,2014,2014,HBS,national,consumption,0,1,0,0,0,2014,Household Budget Survey 2014,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2013,2013,2012,2012,SILC-C,national,income,0,1,0,0,1,2013,Survey on Income and Living Conditions - Cross Section 2013,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2014,2014,2013,2013,SILC-C,national,income,0,1,0,0,1,2014,Survey on Income and Living Conditions - Cross Section 2014,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2015,2015,2014,2014,SILC-C,national,income,0,1,0,0,1,2015,Survey on Income and Living Conditions - Cross Section 2015,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2016,2016,2015,2015,SILC-C,national,income,0,1,0,0,1,2016,Survey on Income and Living Conditions - Cross Section 2016,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2017,2017,2016,2016,SILC-C,national,income,0,1,0,0,1,2017,Survey on Income and Living Conditions - Cross Section 2017,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2018,2018,2017,2017,SILC-C,national,income,0,1,0,0,1,2018,Survey on Income and Living Conditions - Cross Section 2018,Statistical Office of Montenegro
ECA,MNE,ECA,Montenegro,2019,2019,2018,2018,SILC-C,national,income,0,1,0,0,1,2019,Survey on Income and Living Conditions - Cross Section 2019,Statistical Office of Montenegro
ECA,NLD,OHI,Netherlands,1983,1983,1983,1983,AVO-LIS,national,income,0,0,1,0,0,1983,Additional Enquiry on the Use of (Public) Services (AVO),Statistics Netherlands
ECA,NLD,OHI,Netherlands,1987,1987,1987,1987,AVO-LIS,national,income,0,0,1,0,0,1987,Additional Enquiry on the Use of (Public) Services (AVO),Statistics Netherlands
ECA,NLD,OHI,Netherlands,1990,1990,1990,1990,AVO-LIS,national,income,0,0,1,0,0,1990,Additional Enquiry on the Use of (Public) Services (AVO),Statistics Netherlands
ECA,NLD,OHI,Netherlands,1993,1993,1993,1993,SEP-LIS,national,income,0,0,1,0,1,1993,Socio-Economic Panel Survey,Statistics Netherlands
ECA,NLD,OHI,Netherlands,1999,1999,1999,1999,SEP-LIS,national,income,0,0,1,0,1,1999,Socio-Economic Panel Survey,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2005,2005,2004,2004,EU-SILC,national,income,0,1,0,0,2,2005,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2006,2006,2005,2005,EU-SILC,national,income,0,1,0,0,2,2006,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,2,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2008,2008,2007,2007,EU-SILC,national,income,0,1,0,0,2,2008,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2009,2009,2008,2008,EU-SILC,national,income,0,1,0,0,2,2009,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,2,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,2,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,2,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2013,2013,2012,2012,EU-SILC,national,income,0,1,0,0,2,2013,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2014,2014,2013,2013,EU-SILC,national,income,0,1,0,0,2,2014,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2015,2015,2014,2014,EU-SILC,national,income,0,1,0,0,2,2015,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2016,2016,2015,2015,EU-SILC,national,income,0,1,0,0,2,2016,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2017,2017,2016,2016,EU-SILC,national,income,0,1,0,0,2,2017,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2018,2018,2017,2017,EU-SILC,national,income,0,1,0,0,2,2018,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2019,2019,2018,2018,EU-SILC,national,income,0,1,0,0,2,2019,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,Statistics Netherlands
ECA,NLD,OHI,Netherlands,2020,2020,2019,2019,EU-SILC,national,income,0,1,0,0,2,2020,European Union Statistics on Income and Living Conditions 2020 - Cross-Sectional User Database,Statistics Netherlands
ECA,NOR,OHI,Norway,1979,1979,1979,1979,IDS-LIS,national,income,0,0,1,0,0,1979,Income Distribution Survey (IF),Statistics Norway (Statistisk sentralbyrÃÂ¥ -SSB)
ECA,NOR,OHI,Norway,1986,1986,1986,1986,IDS-LIS,national,income,0,0,1,0,0,1986,Income Distribution Survey (IF),Statistics Norway (Statistisk sentralbyrÃÂ¥ -SSB)
ECA,NOR,OHI,Norway,1991,1991,1991,1991,IDS-LIS,national,income,0,0,1,0,0,1991,Income Distribution Survey (IF),Statistics Norway (Statistisk sentralbyrÃÂ¥ -SSB)
ECA,NOR,OHI,Norway,1995,1995,1995,1995,IDS-LIS,national,income,0,0,1,0,0,1995,Income Distribution Survey (IF),Statistics Norway (Statistisk sentralbyrÃÂ¥ -SSB)
ECA,NOR,OHI,Norway,2000,2000,2000,2000,IDS-LIS,national,income,0,0,1,0,0,2000,Income Distribution Survey (IF),Statistics Norway (Statistisk sentralbyrÃÂ¥ -SSB)
ECA,NOR,OHI,Norway,2004,2004,2003,2003,EU-SILC,national,income,0,1,0,0,1,2004,European Union Statistics on Income and Living Conditions 2004 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2005,2005,2004,2004,EU-SILC,national,income,0,1,0,0,1,2005,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2006,2006,2005,2005,EU-SILC,national,income,0,1,0,0,1,2006,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,1,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2008,2008,2007,2007,EU-SILC,national,income,0,1,0,0,1,2008,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2009,2009,2008,2008,EU-SILC,national,income,0,1,0,0,1,2009,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,1,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,1,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,1,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2013,2013,2012,2012,EU-SILC,national,income,0,1,0,0,1,2013,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2014,2014,2013,2013,EU-SILC,national,income,0,1,0,0,1,2014,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2015,2015,2014,2014,EU-SILC,national,income,0,1,0,0,1,2015,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2016,2016,2015,2015,EU-SILC,national,income,0,1,0,0,1,2016,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2017,2017,2016,2016,EU-SILC,national,income,0,1,0,0,1,2017,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2018,2018,2017,2017,EU-SILC,national,income,0,1,0,0,1,2018,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2019,2019,2018,2018,EU-SILC,national,income,0,1,0,0,1,2019,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,Statistics Norway
ECA,NOR,OHI,Norway,2020,2020,2019,2019,EU-SILC,national,income,0,1,0,0,1,2020,European Union Statistics on Income and Living Conditions 2020 - Cross-Sectional User Database,Statistics Norway
ECA,POL,ECA,Poland,1986,1986,1986,1986,HBS-LIS,national,income,0,0,1,0,0,1986,Household Budget Survey,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1992,1992,1992,1992,HBS-LIS,national,income,0,0,1,0,0,1992,Household Budget Survey,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1995,1995,1995,1995,HBS-LIS,national,income,0,0,1,0,0,1995,Household Budget Survey,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1999,1999,1999,1999,HBS-LIS,national,income,0,0,1,0,0,1999,Household Budget Survey,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1985,1985,1985,1985,HBS,national,income,0,0,0,1,0,1985,Household Budget Survey 1985,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1987,1987,1987,1987,HBS,national,income,0,0,0,1,0,1987,Household Budget Survey 1987,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1989,1989,1989,1989,HBS,national,income,0,0,0,1,0,1989,Household Budget Survey 1989,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1993,1993,1993,1993,HBS,national,consumption,0,0,0,1,1,1993,Household Budget Survey 1993,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1996,1996,1996,1996,HBS,national,consumption,0,0,0,1,1,1996,Household Budget Survey 1996,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1998,1998,1998,1998,HBS,national,consumption,0,1,0,0,2,1998,Household Budget Survey 1998,Central Statistical Office of Poland
ECA,POL,ECA,Poland,1999,1999,1999,1999,HBS,national,consumption,0,1,0,0,2,1999,Household Budget Survey 1999,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2000,2000,2000,2000,HBS,national,consumption,0,1,0,0,2,2000,Household Budget Survey 2000,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2001,2001,2001,2001,HBS,national,consumption,0,1,0,0,2,2001,Household Budget Survey 2001,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2002,2002,2002,2002,HBS,national,consumption,0,1,0,0,2,2002,Household Budget Survey 2002,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2003,2003,2003,2003,HBS,national,consumption,0,1,0,0,2,2003,Household Budget Survey 2003,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2004,2004,2004,2004,HBS,national,consumption,0,1,0,0,2,2004,Household Budget Survey 2004,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2005,2005,2004,2004,EU-SILC,national,income,0,1,0,0,3,2005,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2005,2005,2005,2005,HBS,national,consumption,0,1,0,0,2,2005,Household Budget Survey 2005,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2006,2006,2005,2005,EU-SILC,national,income,0,1,0,0,3,2006,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2006,2006,2006,2006,HBS,national,consumption,0,1,0,0,2,2006,Household Budget Survey 2006,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,3,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2007,2007,2007,2007,HBS,national,consumption,0,1,0,0,2,2007,Household Budget Survey 2007,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2008,2008,2007,2007,EU-SILC,national,income,0,1,0,0,3,2008,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2008,2008,2008,2008,HBS,national,consumption,0,1,0,0,2,2008,Household Budget Survey 2008,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2009,2009,2008,2008,EU-SILC,national,income,0,1,0,0,3,2009,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2009,2009,2009,2009,HBS,national,consumption,0,1,0,0,2,2009,Household Budget Survey 2009,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,3,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2010,2010,2010,2010,HBS,national,consumption,0,1,0,0,2,2010,Household Budget Survey 2010,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,3,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2011,2011,2011,2011,HBS,national,consumption,0,1,0,0,2,2011,Household Budget Survey 2011,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,3,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2012,2012,2012,2012,HBS,national,consumption,0,1,0,0,2,2012,Household Budget Survey 2012,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2013,2013,2012,2012,EU-SILC,national,income,0,1,0,0,3,2013,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2014,2014,2013,2013,EU-SILC,national,income,0,1,0,0,3,2014,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2015,2015,2014,2014,EU-SILC,national,income,0,1,0,0,3,2015,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2016,2016,2015,2015,EU-SILC,national,income,0,1,0,0,3,2016,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2017,2017,2016,2016,EU-SILC,national,income,0,1,0,0,3,2017,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2018,2018,2017,2017,EU-SILC,national,income,0,1,0,0,3,2018,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2019,2019,2018,2018,EU-SILC,national,income,0,1,0,0,3,2019,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2013,2013,2013,2013,HBS,national,consumption,0,1,0,0,2,2013,Household Budget Survey 2013,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2014,2014,2014,2014,HBS,national,consumption,0,1,0,0,2,2014,Household Budget Survey 2014,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2015,2015,2015,2015,HBS,national,consumption,0,1,0,0,2,2015,Household Budget Survey 2015,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2016,2016,2016,2016,HBS,national,consumption,0,1,0,0,2,2016,Household Budget Survey 2016,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2017,2017,2017,2017,HBS,national,consumption,0,1,0,0,2,2017,Household Budget Survey 2017,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2018,2018,2018,2018,HBS,national,consumption,0,1,0,0,2,2018,Household Budget Survey 2018,Central Statistical Office of Poland
ECA,POL,ECA,Poland,2019,2019,2019,2019,HBS,national,consumption,0,1,0,0,2,2019,Household Budget Survey 2019,Central Statistical Office of Poland
ECA,PRT,OHI,Portugal,2004,2004,2003,2003,EU-SILC,national,income,0,1,0,0,0,2004,European Union Statistics on Income and Living Conditions 2004 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2005,2005,2004,2004,EU-SILC,national,income,0,1,0,0,0,2005,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2006,2006,2005,2005,EU-SILC,national,income,0,1,0,0,0,2006,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,0,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2008,2008,2007,2007,EU-SILC,national,income,0,1,0,0,0,2008,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2009,2009,2008,2008,EU-SILC,national,income,0,1,0,0,0,2009,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,0,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,0,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,0,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2013,2013,2012,2012,EU-SILC,national,income,0,1,0,0,0,2013,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2014,2014,2013,2013,EU-SILC,national,income,0,1,0,0,0,2014,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2015,2015,2014,2014,EU-SILC,national,income,0,1,0,0,0,2015,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2016,2016,2015,2015,EU-SILC,national,income,0,1,0,0,0,2016,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2017,2017,2016,2016,EU-SILC,national,income,0,1,0,0,0,2017,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2018,2018,2017,2017,EU-SILC,national,income,0,1,0,0,0,2018,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2019,2019,2018,2018,EU-SILC,national,income,0,1,0,0,0,2019,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,Statistics Portugal
ECA,PRT,OHI,Portugal,2020,2020,2019,2019,EU-SILC,national,income,0,1,0,0,0,2020,European Union Statistics on Income and Living Conditions 2020 - Cross-Sectional User Database,Statistics Portugal
ECA,ROU,ECA,Romania,1989,1989,1989,1989,HBS,national,income,0,0,0,1,0,1989,Family Budget Survey,National Commission for Statistics (NCS)
ECA,ROU,ECA,Romania,1992,1992,1992,1992,MC,national,income,0,0,0,1,0,1992,Micro Census (1992),National Commission for Statistics
ECA,ROU,ECA,Romania,1994,1994,1994,1994,HIS,national,income,0,0,0,1,0,1994,Integrated Household Survey,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,1995,1995,1995,1995,IHS-LIS,national,income,0,0,1,0,0,1995,Integrated Household Survey,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,1997,1997,1997,1997,IHS-LIS,national,income,0,0,1,0,0,1997,Integrated Household Survey,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,1998,1998,1998,1998,IHS,national,consumption,0,1,0,0,1,1998,Integrated Household Survey 1998,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,1999,1999,1999,1999,HIS,national,consumption,0,1,0,0,2,1999,Integrated Household Survey 1999,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2000,2000,2000,2000,IHS,national,consumption,0,1,0,0,1,2000,Integrated Household Survey 2000,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2001,2001,2001,2001,HBS,national,consumption,0,1,0,0,2,2001,Household Budget Survey 2001,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2002,2002,2002,2002,HBS,national,consumption,0,1,0,0,2,2002,Household Budget Survey 2002,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2003,2003,2003,2003,HBS,national,consumption,0,1,0,0,2,2003,Household Budget Survey 2003,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2004,2004,2004,2004,HBS,national,consumption,0,1,0,0,2,2004,Household Budget Survey 2004,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2005,2005,2005,2005,HBS,national,consumption,0,1,0,0,2,2005,Household Budget Survey 2005,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2006,2006,2006,2006,HBS,national,consumption,0,1,0,0,2,2006,Household Budget Survey 2006,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,3,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2007,2007,2007,2007,HBS,national,consumption,0,1,0,0,2,2007,Household Budget Survey 2007,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2008,2008,2007,2007,EU-SILC,national,income,0,1,0,0,3,2008,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2008,2008,2008,2008,HBS,national,consumption,0,1,0,0,2,2008,Household Budget Survey 2008,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2009,2009,2008,2008,EU-SILC,national,income,0,1,0,0,3,2009,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2009,2009,2009,2009,HBS,national,consumption,0,1,0,0,2,2009,Household Budget Survey 2009,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,3,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2010,2010,2010,2010,HBS,national,consumption,0,1,0,0,2,2010,Household Budget Survey 2010,National Institute of Statistics
ECA,ROU,ECA,Romania,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,3,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2011,2011,2011,2011,HBS,national,consumption,0,1,0,0,2,2011,Household Budget Survey 2011,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,3,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,National Institute of Statistics - NIS
ECA,ROU,ECA,Romania,2012,2012,2012,2012,HBS,national,consumption,0,1,0,0,2,2012,Household Budget Survey 2012,National Institute of Statistics - NIS
